location,reason,site_id,speed_limit,the_geom
NB 65 St btwn 104 - 106 Ave,Designated Zone - Playground;,4109,30,"MULTILINESTRING ((-113.43080473729873 53.54676223415454, -113.43090563130633 53.546862002773736, -113.4309941380999 53.54696585762965, -113.43106979717044 53.54707325559986, -113.43113220863118 53.54718363228103, -113.43118104519289 53.54729640923398, -113.43121605215427 53.547410994881766, -113.43123704584775 53.54752678809624, -113.43124391658746 53.547643183603356, -113.43124193894982 53.5487603185674, -113.43124051596013 53.549173226198064, -113.43124098870376 53.54929641883315))"
NB 102 St btwn 114 - 116 Ave,Designated Zone - Playground;,4099,30,"MULTILINESTRING ((-113.49555717137324 53.56423555404031, -113.49555594734944 53.565775231659075, -113.4955470917493 53.56730074625459))"
NB 79 St Btwn 94 - 95 Ave,Designated Zone - Playground;,4194,30,"MULTILINESTRING ((-113.44807364080084 53.53048232375088, -113.44809094419783 53.53244307959077, -113.44809717947436 53.53250687426217, -113.44811470344864 53.53256991857827, -113.4481432885079 53.532631509673266, -113.44818263900198 53.53269095694504, -113.44829475800874 53.53283711833243, -113.44861955817971 53.53326053106516))"
WB 132 Ave btwn 74 - 76 St,Designated Zone - Playground;,4310,30,"MULTILINESTRING ((-113.45553152779057 53.59224184217287, -113.45765188038966 53.5922417162376, -113.45785274418174 53.59224138911176))"
EB 40 Ave Btwn 119 - 115 A St,Designated Zone - Playground;,4193,30,"MULTILINESTRING ((-113.53836449633619 53.476278708947326, -113.53508650102404 53.47627958077398, -113.53211743561717 53.47627959741313))"
SB Mill Woods Rd S of Lakewood  Rd N - 28 Ave,Designated Zone - Playground;,4070,30,"MULTILINESTRING ((-113.44889039096684 53.461163113500234, -113.44883078318995 53.46109937923716, -113.44860725674687 53.460835563142865, -113.44841977039452 53.460561930266635, -113.44826952047721 53.46028023321077, -113.44815739232394 53.45999228152358, -113.44810737963128 53.45981177655167, -113.44807238939815 53.459630015486326, -113.44805251050752 53.459447444465, -113.44804778968164 53.45926450942479, -113.44805552254046 53.4587926963748, -113.44805704684005 53.4584919465783))"
SB 135 St Btwn Woodcroft Ave - 116 Ave,Designated Zone - Playground;,4169,30,"MULTILINESTRING ((-113.55584990879683 53.56803153854731, -113.55465562342997 53.56709900775736, -113.55463882339825 53.566819471280304))"
91 St NB between Anthony Henday Dr - 23 Ave,Higher Frequency of Speeding; Higher Frequency of Collisions;,7167,70,"MULTILINESTRING ((-113.46639323409626 53.44030138204022, -113.46641799588217 53.44203708730803, -113.46641030110821 53.442749237852716, -113.4663915915589 53.44350907097117, -113.4663784639618 53.444042243743034, -113.46637185603329 53.444310598841724, -113.46634106952582 53.44782198943939, -113.46633427397668 53.44932792003299, -113.46632292860996 53.4513139407864))"
127 St NB between 135 - 137 Ave,Higher Frequency of Collisions;,2669,50,"MULTILINESTRING ((-113.54117639327758 53.59642134000965, -113.54117256635178 53.59687575557172, -113.54117610606629 53.59761669808989, -113.54117399183627 53.598182238112216, -113.54115083892023 53.598187237160495, -113.54112779192431 53.598200025598466, -113.54111848480953 53.5982118962419, -113.54111576909587 53.59822301398069, -113.5410821543567 53.59900026879596, -113.54106687883616 53.59935344453686))"
170 St NB between 109 - 110 Ave,Higher Frequency of Speeding; Higher Frequency of Collisions;,7117,60,"MULTILINESTRING ((-113.61519103569506 53.5559611536895, -113.61519029926048 53.557833382635174))"
WB 40 Ave Btwn 115 A - 119 St,Designated Zone - Playground;,4192,30,"MULTILINESTRING ((-113.53211750884778 53.47639973823268, -113.53226820953523 53.476399998345315, -113.53241615800343 53.47639233344364, -113.53511338465998 53.47639221195172, -113.53831221048922 53.476391799167175))"
51 Ave EB between 122 - 116 St,Higher Frequency of Speeding; Higher Frequency of Collisions;,2528,50,"MULTILINESTRING ((-113.54070454701164 53.48824232196537, -113.53173983471159 53.48822401498266))"
WB Ellerslie Rd SW between 85 - 91 St SW,Higher Frequency of Collisions;,7212,60,"MULTILINESTRING ((-113.46297864484104 53.42498535127269, -113.46967740331493 53.42498326899186, -113.47059855396512 53.424987080345865, -113.47193806738024 53.425020997421996, -113.47317515400418 53.42504444610424))"
NB 97 St between 112 - 114 Ave,Higher Frequency of Collisions;,2714,50,"MULTILINESTRING ((-113.49164230092674 53.561039745375915, -113.4916595084973 53.5627098108272, -113.49167348896347 53.564243989561476))"
EB 11A Ave btwn 60 - 56 St,Designated Zone - Playground;,4289,30,"MULTILINESTRING ((-113.43017696325089 53.44046658278204, -113.42855425448514 53.44046453512244, -113.42807694007533 53.44046392866037, -113.42759962719819 53.44046332029841, -113.42591945948087 53.4404611906676))"
106 Ave EB between Fulton Dr - 65 St,Higher Frequency of Speeding; Higher Frequency of Collisions;,2632,50,"MULTILINESTRING ((-113.43275846581675 53.54926031907764, -113.43128750497026 53.549255181181294, -113.43124098870376 53.54929641883315))"
WB 93A Ave btwn 58 St - 67A St,Designated Zone - Playground;,4103,30,"MULTILINESTRING ((-113.42373972235818 53.53042055111903, -113.42861611793785 53.530443591323795, -113.43048222801889 53.530452355295985, -113.43064336493433 53.53045088601046, -113.430804219973 53.530445017389006, -113.43112489809629 53.53042620525566))"
SB Hemingway Rd S of 59 Ave - Hardy Pt,Designated Zone - Playground;,4211,30,"MULTILINESTRING ((-113.68277471232842 53.493624067752314, -113.68267634049855 53.49329617078568, -113.68241868884024 53.492441656806, -113.68193077175566 53.49083456617885, -113.68185758780818 53.490603941766295, -113.6817680268347 53.49036355261115, -113.68168406897037 53.49016703731575, -113.68157014314681 53.48993100962247, -113.68143572624018 53.48970069263632, -113.68132251418778 53.48956456968819, -113.68116588146623 53.48938548811221, -113.68095243465241 53.48918568655864, -113.68072676360184 53.489011058681484, -113.68057334702468 53.48890486701177, -113.6804686970548 53.48884604778873, -113.680327647438 53.48878372182763))"
EB 164 Ave Btwn 87-84 St,Designated Zone - Playground;,4250,30,"MULTILINESTRING ((-113.47612772696175 53.62616191406787, -113.47487588456195 53.626161614679894, -113.47469659659194 53.62615430876163, -113.47453431506253 53.626134775538226, -113.47436222838544 53.62609950696831, -113.47421918783236 53.62605716533673, -113.47403614756105 53.62598149791439, -113.47389417717913 53.62589923176294))"
NB Saddleback Rd btwn 114 St - S of 22 Ave,Designated Zone - Playground;,4305,30,"MULTILINESTRING ((-113.524593245506 53.450203085216046, -113.5246978775838 53.45025640830942, -113.5247973900632 53.45031311489735, -113.52489147779245 53.45037303124517, -113.5249798477768 53.45043597288346, -113.52502103945702 53.45046885967528, -113.52506222969551 53.450501746446875, -113.52513836840556 53.45057014694831, -113.52520803138825 53.45064096499719, -113.52527100127291 53.45071398227651, -113.52532708484911 53.450788973375765, -113.52537610854115 53.450865706671316, -113.52541792290432 53.45094394614138, -113.5254523966142 53.45102345044345, -113.52547942547909 53.45110397474713, -113.52549892491407 53.45118527070413, -113.5255151177215 53.451349171177974, -113.52552229246152 53.45261640132654))"
NB 109 St btwn Beaumaris Rd - 164 Ave,Designated Zone - Playground;,4049,30,"MULTILINESTRING ((-113.50970420000648 53.62164910113119, -113.50944317825355 53.62260174975217, -113.50913234875769 53.62309041478499, -113.50810558895796 53.62416245643837, -113.50794403752346 53.62442296989828, -113.50778729918778 53.62468133732596, -113.50769923295492 53.62502019409237, -113.50765945618407 53.62540149024454))"
NB 115 St btwn 46 - 48 Ave,Designated Zone - Playground;,4033,30,"MULTILINESTRING ((-113.52873491110599 53.483871838888696, -113.52878427934446 53.4839241618328, -113.52879458517525 53.483983887159226, -113.52879460276556 53.484595846947016, -113.52879716747982 53.48468987758318, -113.5288136510321 53.484783405953756, -113.52881515099583 53.485711218019))"
WB 144 Ave btwn 88A - E of 92 St,Designated Zone - Playground;,4091,30,"MULTILINESTRING ((-113.47675143679929 53.605919273261634, -113.47691500494416 53.605901005533475, -113.47721333984003 53.60587355596708, -113.4775053742274 53.6058539174715, -113.47783296255561 53.605840280537784, -113.47812374752195 53.60583554452924, -113.4803880141294 53.60582554345126, -113.48055153085856 53.6058265740947))"
104 St Between Univ. Ave. - 73 Ave.,Higher Frequency of Speeding;,387,50,"MULTILINESTRING ((-113.49768070987881 53.50926583098904, -113.49767662187573 53.511675030371606))"
Hermitage Rd WB between Homestead Cr - Henry Ave,Higher Frequency of Speeding;,2679,50,"MULTILINESTRING ((-113.39995285702231 53.58381981531549, -113.40334066205362 53.584643462485054, -113.40377733534599 53.58475942798253, -113.40417533811475 53.58488395346413, -113.40452669996552 53.58500982074132, -113.40494012873766 53.58517930275354, -113.40503987582073 53.58522319393056))"
EB 114 Ave btwn 38 - 36 St,Designated Zone - Playground;,4167,30,"MULTILINESTRING ((-113.39995946880279 53.566802298744214, -113.3991802622122 53.56680251406011, -113.39634821081053 53.566803257683276))"
107 Ave EB between 124 - 122 St,Higher Frequency of Collisions;,2618,50,"MULTILINESTRING ((-113.53589557716727 53.55096996797048, -113.53501716902593 53.55097095311159, -113.53413012441872 53.55096926257291, -113.53324226364435 53.55097140018448, -113.53244118363557 53.55097332323093))"
Gateway Blvd NB at Anthony Henday Dr,Higher Frequency of Collisions;,7072,90,"MULTILINESTRING ((-113.48998192086316 53.43506274739849, -113.48997695361592 53.43508636163113, -113.48991098285684 53.43571916500935, -113.48992457683927 53.43631377713242, -113.4899919197584 53.436819904478774, -113.49000123228072 53.43685645505962, -113.49014724949872 53.43742953441748, -113.49024208201864 53.43769478858262, -113.49034436453627 53.43795090764923, -113.49046235572105 53.438199818414624, -113.49065354688099 53.43856000151532, -113.49172078755586 53.440399009732324, -113.49211263627956 53.44107399359297, -113.49220472358682 53.4412498076001))"
NB Riverbend Rd btwn 53 - 56 Ave,Designated Zone - Playground;,4029,30,"MULTILINESTRING ((-113.57800574431772 53.49056751883474, -113.5780352244951 53.490680916459894, -113.57807524206876 53.49085638114349, -113.57810908490913 53.49103125879054, -113.57814003557887 53.49122824270364, -113.57815393941898 53.49128892520771, -113.57818471295636 53.49131215763632, -113.57822390811944 53.49131868054361, -113.57822778077396 53.49137485707672, -113.57824304921031 53.49164429322027, -113.57825283451622 53.49203978529407, -113.57827239597353 53.49371509608028))"
WB 19A Ave btwn 56 - 61 St,Designated Zone - Playground;,4279,30,"MULTILINESTRING ((-113.42692007588401 53.450770961089084, -113.42815617928106 53.450707931094, -113.42923355482502 53.450652990506015, -113.42944283369656 53.45063785093089, -113.42964979896779 53.450613923144125, -113.42975160614525 53.45059762382522, -113.4298534132333 53.4505813253179, -113.43005265956917 53.45054022065986, -113.43024654307717 53.45049081472402, -113.43043409391001 53.450433354526, -113.43061437482392 53.450368126781036, -113.43078648119285 53.45029545700484))"
SB 97 St between 167 - 153 Ave,Higher Frequency of Collisions;,2705,70,"MULTILINESTRING ((-113.49199934668619 53.62860589383753, -113.49199808252254 53.62584576094628, -113.49200004457423 53.62366061001613, -113.49199814650854 53.62164643810772, -113.49199785548005 53.62133861064037, -113.49197994709549 53.62119166016489, -113.49197971098371 53.62092420564144, -113.49197749830964 53.61842380982544, -113.49197847896279 53.61825376570781, -113.4919820270308 53.61807216672954, -113.49198844114376 53.61788371827611, -113.49199761226981 53.617662251141816, -113.4920354145346 53.61674940349419, -113.49204235331246 53.616540750623685, -113.49204544915331 53.616374250483716, -113.49204638300691 53.61621134720695, -113.49204527608718 53.61446442330259))"
EB 95 Ave between 163 - 160 St,Higher Frequency of Speeding;,2765,50,"MULTILINESTRING ((-113.60228937095 53.531583478038, -113.59999210092167 53.53158577474508, -113.59732975609327 53.531563400820495))"
66 St SB between 149 - 144 Ave,Higher Frequency of Collisions;,2483,60,"MULTILINESTRING ((-113.44292490446253 53.61015600733092, -113.44292831850144 53.60884118957143, -113.44293070727042 53.607905042241015, -113.44293512333238 53.60669863502135, -113.44293504991752 53.60513045783857, -113.44293563447998 53.60490956365456))"
144 Ave between 79-77 St,Higher Frequency of Speeding;,2452,50,"MULTILINESTRING ((-113.4633154206074 53.606854707177234, -113.46031228983475 53.60685580433723))"
SB 62 St btwn 145 - 144 Ave,Designated Zone - Playground;,4094,30,"MULTILINESTRING ((-113.43733153253442 53.60727427468685, -113.43733541099404 53.605778494862875, -113.4373231741918 53.60490426947209))"
EB Delwood Rd btwn 134B Ave - 73 St,Designated Zone - Playground;,4003,30,"MULTILINESTRING ((-113.46130738737854 53.59620531704383, -113.46054416353405 53.59645038514291, -113.46002272340687 53.59657771848998, -113.45946040964907 53.596682738847655, -113.45901835341891 53.59674344873466, -113.4584956594912 53.59679536509588, -113.45765438603044 53.596818686485875, -113.4554728034475 53.59682500331455, -113.45392888504841 53.59682126117757))"
EB 130 Ave Btwn 78 - W of 75 St,Designated Zone - Playground;,4228,30,"MULTILINESTRING ((-113.46021359894968 53.58915038558442, -113.45947277909936 53.58914999498146, -113.45841574818921 53.58914943059215, -113.45835357284568 53.58914939626956))"
EB 144 Ave Btwn 76-74 St,Designated Zone - Playground;,4175,30,"MULTILINESTRING ((-113.45881517048183 53.60685632499285, -113.45668875540555 53.606855277358015, -113.45643219569195 53.606851275496126, -113.45614483999842 53.60683518724163, -113.45592967115256 53.606816223004685, -113.45569032734085 53.60678800524481, -113.45547856887913 53.606756606594665, -113.45533112933761 53.606731063502295, -113.45510412146369 53.606685598294845, -113.45436345108243 53.60652413775687, -113.45415563475927 53.606479663125185))"
SB 104 St Btwn University Ave - 73 Ave,Higher Frequency of Speeding;,7219,50,"MULTILINESTRING ((-113.49767662187573 53.511675030371606, -113.49768070987881 53.50926583098904))"
WB Allan Dr SW Btwn Allan Cres SW - Anderson Way SW,Designated Zone - Playground;,4253,30,"MULTILINESTRING ((-113.60168212807496 53.42817933669515, -113.60178006521296 53.428165173978385, -113.60194176261368 53.42814703074189, -113.60210507462334 53.4281351344423, -113.60220891343346 53.42813085782169, -113.60233569032896 53.42812906217069, -113.60241137483739 53.42812808840343, -113.6035386193049 53.428127587414195, -113.60360485222009 53.428127243798485, -113.60365598752989 53.42812633244933, -113.60371562786395 53.42812432243236, -113.6037669359922 53.42812181477095, -113.6038508349261 53.42811636168674, -113.60393979067905 53.42810848287648, -113.60399679392201 53.428102376177534, -113.60407003141265 53.42809303613136, -113.60416581077517 53.4280787897224, -113.60422552650589 53.42806865263064, -113.60427209125966 53.428060083156964, -113.60442857610472 53.42802613961488, -113.60458233249362 53.42798510844883, -113.60466737176814 53.42795887091561, -113.60476392594717 53.42792575838166, -113.6048673282731 53.42788604473543, -113.60493966583225 53.42785540760854, -113.6051348008958 53.42775918937303, -113.60529100741569 53.42766462953184, -113.60541867665519 53.427571830858845, -113.60545686243695 53.42754060433138, -113.60550312870794 53.42750015683616, -113.60553307790632 53.427472241434366, -113.60557244814775 53.42743315320747, -113.60561969936326 53.42738201001332, -113.60567417625893 53.427315803813094, -113.60573843991716 53.42722359163326, -113.6057908716657 53.42712942362466))"
SB 149 St between 84 Ave - Whitemud Dr,Higher Frequency of Collisions;,7205,60,"MULTILINESTRING ((-113.57801718273495 53.51692538203147, -113.57800872121777 53.51548369148189, -113.57803302049324 53.515184713418016, -113.57808025946214 53.51497105770845, -113.57813511273012 53.51480372932751, -113.57820595492733 53.51463691830901, -113.57827147602795 53.514509293599694, -113.5783792887278 53.51433245327604, -113.57859088932639 53.51409423844031, -113.57890254398734 53.51370095787457, -113.57904685178573 53.51354197669221))"
SB 96 St N of 68 - 66 Ave,Designated Zone - Playground;,4112,30,"MULTILINESTRING ((-113.47644081525826 53.50524101787711, -113.4764379428954 53.50488158918929, -113.47644280404027 53.50438739060555, -113.47644331812675 53.5038949018642, -113.47644528931359 53.502897965222026))"
EB Hemmingway Rd Btwn 204 - 201 St,Designated Zone - Playground;,4170,30,"MULTILINESTRING ((-113.67262703416776 53.487782232553656, -113.67224588977572 53.48778927185184, -113.67138591264899 53.487808732279355, -113.67078200604666 53.48783434843061, -113.670086460766 53.48788152941849, -113.66939099880068 53.487917795745034, -113.66897007110438 53.48793845240441, -113.66852866070967 53.487943315331314, -113.66781534622508 53.48796710427873))"
WB 38 Ave W of 55 St - Grand Meadow Cres,Designated Zone - Playground;,4039,30,"MULTILINESTRING ((-113.4240949464403 53.47182553338984, -113.42503660566678 53.472141489002354, -113.42602092805014 53.472511502341156, -113.42731026280362 53.47303288996536, -113.42788388780778 53.47325316785883, -113.42847497003841 53.47345635843778, -113.42910601497636 53.473646919153154, -113.42960913953152 53.47378008438198, -113.42975252827965 53.47381803512164, -113.43041317873887 53.473968733740115, -113.43108614407457 53.47409859992868))"
WB 107 Ave between 110 - 113 St,Higher Frequency of Speeding; Higher Frequency of Collisions;,2719,50,"MULTILINESTRING ((-113.51027156856512 53.551418544242615, -113.5111928915709 53.55141308804358, -113.51210719579932 53.55140766620802, -113.51303236559713 53.551408560135236, -113.51394981127623 53.55140943888072, -113.51487114589395 53.551411735365924, -113.51577796048275 53.55141398843552))"
SB 88A St btwn 144 - 150 Ave,Designated Zone - Playground;,4058,30,"MULTILINESTRING ((-113.47675143679929 53.605919273261634, -113.47719634425874 53.60726865877312, -113.47717299126653 53.60763515455132, -113.47700054253349 53.60813097661414, -113.47636257474612 53.609061316530635, -113.47608603199096 53.609420618696824, -113.47592547453235 53.61000125893105, -113.47593754352897 53.61045789621882, -113.47605754544418 53.611121674047986))"
NB 95 St between 112 - 114 Ave,Higher Frequency of Speeding;,2723,50,"MULTILINESTRING ((-113.48713739743258 53.56105354614651, -113.48715055828137 53.562723803711016, -113.48716290495751 53.56425889464792))"
NB 66 St between 132 - 134 Ave.,Higher Frequency of Speeding; Higher Frequency of Collisions;,2739,50,"MULTILINESTRING ((-113.44288289195875 53.59225898516554, -113.44286523289519 53.59231738267783, -113.44286115095144 53.59311153022558, -113.44285696658375 53.594070741152166, -113.44284977689135 53.59546789096768))"
170 St NB between 114 - 117 Ave,Higher Frequency of Collisions;,2590,60,"MULTILINESTRING ((-113.61518719239281 53.56301997177187, -113.61518280641275 53.567441417265314))"
WB 139 Ave btwn 30 - 34 St,Designated Zone - Playground;,4059,30,"MULTILINESTRING ((-113.38814274479672 53.60278680667006, -113.38924721617315 53.60284539925983, -113.38988670550214 53.60295400825296, -113.39018662843513 53.60300494450942, -113.39064687609034 53.60304360571336, -113.39068863905347 53.60304055734975, -113.39073040352137 53.60303750897925, -113.3910378905457 53.603015065343904, -113.39257041902108 53.60277685230482, -113.39303368339051 53.602749017188216, -113.39368184960499 53.60277767387877))"
118 Ave WB between 85 - 87 St,Higher Frequency of Collisions;,2509,50,"MULTILINESTRING ((-113.47085644494344 53.57039099726728, -113.47105663877117 53.57039103790723, -113.47170916180667 53.5703911670473, -113.47180631195536 53.57039118536684, -113.47255676697175 53.57038867442107, -113.47264452930507 53.57038937673633, -113.47330710781573 53.570387688577355, -113.47405672558232 53.570389371771725, -113.47442721185372 53.570390198457744, -113.47479590401582 53.57038827809186))"
NB 58 St btwn 92B - 94 Ave,Designated Zone - Playground;,4294,30,"MULTILINESTRING ((-113.42376887621137 53.52859939991988, -113.42375753234134 53.529516093604464, -113.42373972235818 53.53042055111903, -113.42363232127579 53.531063484012236, -113.42361369177847 53.531222863547676, -113.42360804936473 53.53138259323103, -113.4236117551736 53.532135658188764))"
NB 165 St btwn 95 - N of 97 Ave,Designated Zone - Playground;,4083,30,"MULTILINESTRING ((-113.60725658092433 53.53161769995386, -113.60725504270702 53.53175721675428, -113.60725167314098 53.53206287396693, -113.60724438498255 53.532145221886935, -113.60722558622003 53.532223119878665, -113.60719375470777 53.532303114620674, -113.60715773578522 53.53236847988824, -113.60712551735104 53.532415944962764, -113.607080943921 53.5324713076549, -113.60701560042747 53.53253851659603, -113.60693401966101 53.53260724737407, -113.60662786708215 53.53284100946843, -113.60624220871082 53.533135472639465, -113.60617736323766 53.533190204817174, -113.60611836407296 53.53325221599472, -113.60606990833192 53.53331806294757, -113.60603098436592 53.53339127923976, -113.60600329781553 53.53347758199289, -113.60599403414089 53.53356090188624, -113.60598995693597 53.53394243791152, -113.6059844815144 53.53445492116703, -113.60597947572516 53.534923460868654, -113.60595317858 53.53640696542803))"
SB 130 St btwn N of 113 - 111 Ave,Designated Zone - Playground;,4318,30,"MULTILINESTRING ((-113.54621484546239 53.56229806140515, -113.54621085003342 53.56207342950794, -113.54620855652499 53.560490489165495, -113.54620588186776 53.55890394268587))"
EB Blackmud Crk Dr SW btn James Mowatt Tr-Baker Close,Designated Zone - Playground;,4064,30,"MULTILINESTRING ((-113.5162669227304 53.42102904479773, -113.51567272132755 53.42102628989711, -113.51521718698987 53.421007287185624, -113.51477820395337 53.4209717390096, -113.51440862994453 53.4209283685847, -113.51390053491905 53.420847882908674, -113.51328315159004 53.42071550562822, -113.51263766298497 53.42053296727897))"
EB Fairway Dr btwn 121 - 119 St,Designated Zone - Playground;,4048,30,"MULTILINESTRING ((-113.54331370349274 53.47301376239159, -113.54317002584371 53.47300720423995, -113.54302714463024 53.472996053470034, -113.5428855113317 53.472980348654566, -113.54274463132423 53.472962391941046, -113.54124802709187 53.472721129627075, -113.54109274673029 53.47269982946535, -113.54093554203864 53.47268435638416, -113.54077702227973 53.47267477202555, -113.54061780905333 53.47267111112387, -113.5404457908497 53.47267104912592, -113.53985718080523 53.47267083301196, -113.53911981481129 53.4726700188343))"
118 Ave WB between 60 - 62 St,Area of Public Concern;,2507,50,"MULTILINESTRING ((-113.43299510553919 53.570366055585595, -113.43309055092492 53.57036611164462, -113.43377749582486 53.57036679412201, -113.43530679950292 53.57036866079347, -113.43644475856375 53.57036925267959, -113.4364725579898 53.57036927849862, -113.43683841001531 53.57036961028917))"
SB Capilano St Btwn 65 - 59 St,Designated Zone - Playground;,4157,30,"MULTILINESTRING ((-113.42643418357969 53.55588729415145, -113.42631542064917 53.55584615629455, -113.42621610745357 53.55579541750153, -113.42603472243768 53.55568318705486, -113.42532340056086 53.55518266025237, -113.42504213002535 53.554984367227085, -113.42321109970683 53.55355688440666))"
EB Saddleback Rd btwn 114 St - W of 111A St,Designated Zone - Playground;,4304,30,"MULTILINESTRING ((-113.524593245506 53.450203085216046, -113.52447113918751 53.45014790693555, -113.52434355641708 53.45009733638582, -113.52421098272579 53.45005156868502, -113.52407392495185 53.45001077747099, -113.52393292920397 53.44997512395916, -113.52378851334544 53.44994473690448, -113.5236412495142 53.449919737192936, -113.52349201210491 53.44989933212947, -113.52215637354863 53.44978908178636, -113.52182294608939 53.449754535889085, -113.52162041437013 53.44972575395801, -113.52149446074826 53.44970596620994, -113.52117256794905 53.44964361663749, -113.52085891621729 53.44956776341954, -113.51997386235898 53.44933175538789, -113.5188597227891 53.44903458700429))"
EB 89 Ave btwn 71 - 68A St,Designated Zone - Playground;,4287,30,"MULTILINESTRING ((-113.43683043584905 53.524263826088216, -113.43228638374254 53.524262790608965))"
NB 87 St btwn 77 - 79 Ave,Designated Zone - Playground;,4271,30,"MULTILINESTRING ((-113.461339771824 53.51323784909982, -113.46134123509184 53.51371270661322, -113.46134269573054 53.51418682003051, -113.46134478705302 53.51466065678496, -113.46134688472458 53.51513613348785))"
NB 62 St btwn Fulton Rd - 106 Ave,Designated Zone - Playground;,4107,30,"MULTILINESTRING ((-113.42638254835842 53.54620105089994, -113.42720671621012 53.54657053492591, -113.42724283505818 53.54658672731077, -113.42734458635145 53.54663630796393, -113.4274392807865 53.54669062183814, -113.42752629700271 53.54674931462186, -113.42760506683261 53.54681200260457, -113.42767507525367 53.54687827627053, -113.42773586489066 53.54694770211687, -113.42776872298091 53.546992587323714, -113.42780166074508 53.54704454670903, -113.4278278576294 53.54709401885121, -113.4278631667601 53.54718227157756, -113.42836842602351 53.548790477349684, -113.42852054479029 53.54927375151013, -113.42855755947274 53.54939244693098))"
NB 96 St btwn 66 Ave - N of 68 Ave,Designated Zone - Playground;,4111,30,"MULTILINESTRING ((-113.47644528931359 53.502897965222026, -113.47644331812675 53.5038949018642, -113.47644280404027 53.50438739060555, -113.4764379428954 53.50488158918929, -113.47644081525826 53.50524101787711))"
SB 87 St btwn 79 - 77 Ave,Designated Zone - Playground;,4272,30,"MULTILINESTRING ((-113.46134688472458 53.51513613348785, -113.46134478705302 53.51466065678496, -113.46134269573054 53.51418682003051, -113.46134123509184 53.51371270661322, -113.461339771824 53.51323784909982))"
Ellerslie Rd SW EB between 109 St SW-Calgary Tr,Higher Frequency of Collisions;,2570,60,"MULTILINESTRING ((-113.50892064461691 53.42473550899915, -113.50809522501754 53.42473857357153, -113.50698432272327 53.4247599508419, -113.50653054448385 53.424765070901124, -113.50598575528389 53.424775523571924, -113.50521156221467 53.42478901444565, -113.5046364755623 53.42479286539947, -113.50400826970342 53.42479306568529, -113.50299962318367 53.424793177363185, -113.50219598061865 53.424793259842616, -113.50136212850012 53.424793340203976, -113.49908423176926 53.42476023369016, -113.49846796922168 53.42475616311866, -113.49614315073781 53.42475653493349, -113.49595884031042 53.424749218047275, -113.49485609886119 53.4247492655233))"
SB 21 St Btwn 151 - 146 Ave,Designated Zone - Playground;,4223,30,"MULTILINESTRING ((-113.37273056287079 53.612713517664666, -113.37232630332056 53.612425406457454, -113.37204755485361 53.61208040184205, -113.37194831597847 53.611846037550016, -113.37191650073372 53.61167845756356, -113.3719196865884 53.61125819796677, -113.37192349672905 53.61075554030142, -113.37201978856706 53.61046883521645, -113.37218160969235 53.61022322787213, -113.3724261505593 53.60998947346127, -113.37276425883417 53.60976912898996, -113.37307971496567 53.60962477246159, -113.37347512597695 53.60950116624437, -113.37375760548616 53.60944199480226))"
WB 109A Ave Btwn 135-139 St,Designated Zone - Playground;,4259,30,"MULTILINESTRING ((-113.55551783399999 53.555771863419494, -113.55706308145606 53.55577489982996, -113.55828655143229 53.55577446396001, -113.55982837149358 53.55577753465882, -113.56137879976389 53.55577387577634))"
WB Ellerslie Rd SW between Calgary Tr - 109 St SW,Higher Frequency of Collisions;,7204,60,"MULTILINESTRING ((-113.49499502173998 53.424874084345504, -113.49605086228765 53.424874502685434, -113.49641896775016 53.42487581438488, -113.49677628465581 53.42488248289243, -113.49826665211312 53.424938461539334, -113.49859105577502 53.42494072690297, -113.49918700975755 53.424940143106326, -113.50433740744239 53.42493770144508, -113.50565124642603 53.42492725878487, -113.50658688424545 53.424908966688136, -113.50745861504024 53.42490274717348, -113.50890871620129 53.42490035373716))"
WB 76 Ave Btwn 172 - 177 St,Designated Zone - Playground;,4202,30,"MULTILINESTRING ((-113.61965012625136 53.50793710947551, -113.61977616529839 53.508145828819934, -113.61991489534462 53.508310023103675, -113.6200631694563 53.50844982624613, -113.6201920349193 53.508550522388155, -113.62043516638522 53.50870488359686, -113.62067192864444 53.50882520662242, -113.62086360936321 53.508902979396105, -113.62113903426867 53.508997024968586, -113.62144254354631 53.50907335034335, -113.62173851604975 53.509123001264896, -113.62195733686275 53.50914996852634, -113.62223375823368 53.509167496079456, -113.62255274515343 53.5091685934604, -113.62288678215522 53.50914746741675, -113.62320358368594 53.50910397473637, -113.62360582593557 53.50903700738984, -113.62468848706827 53.50885672341931, -113.6250412221421 53.50881539018202, -113.62534494538714 53.50880194588408, -113.62567176877074 53.50881016654571, -113.62594537872754 53.50883857765374, -113.62639215293628 53.50891639986376, -113.62750939100378 53.509127464861216, -113.62806089203765 53.50922760124812, -113.62848983616956 53.50929564714566))"
118 Ave EB between 78 St - Wayne Gretzky Dr,Higher Frequency of Speeding; Higher Frequency of Collisions;,2670,50,"MULTILINESTRING ((-113.46093271340966 53.57037145943076, -113.46087194924702 53.57033017626303, -113.45464617932066 53.570290995892556, -113.45353958672194 53.57028551125291))"
NB 156 St N of 81 - 84 Ave,Designated Zone - Playground;,4127,30,"MULTILINESTRING ((-113.59034268660946 53.51538516818703, -113.59034093315135 53.51578971003051, -113.59034007590199 53.517143137849))"
